total_distance,epsilon_required,num_pairs,src_len,trg_len
73,14,28,37,29
4,1,14,14,16
1,1,6,7,6
21,9,16,18,16
0,0,7,7,7
39,11,19,19,19
149,12,43,49,47
41,6,33,33,34
65,16,68,77,76
0,0,3,3,3
266,20,52,66,55
67,5,49,47,51
78,8,44,48,48
124,22,44,42,48
29,3,38,37,38
61,11,24,29,26
159,11,50,59,54
1,1,19,21,21
29,14,56,61,65
48,12,60,60,66
1,1,16,16,16
197,9,62,71,64
1,1,10,9,10
10,7,43,38,46
3,2,17,15,18
0,0,5,5,5
0,0,9,8,9
0,0,19,15,20
57,7,57,55,58
11,8,26,22,26
34,6,33,31,35
70,7,20,25,20
8,2,20,14,20
1,1,24,18,25
29,4,28,32,28
6,1,30,28,31
67,7,57,54,58
0,0,7,7,7
50,24,83,74,86
0,0,7,6,7
48,6,20,25,20
0,0,9,7,9
0,0,14,13,14
8,5,9,10,9
1,1,6,6,6
14,3,12,15,12
44,10,37,39,42
3,1,8,9,8
66,11,41,43,41
60,8,21,26,25
0,0,11,9,11
0,0,48,35,51
12,4,22,19,22
5,3,36,28,36
108,7,29,33,29
13,4,8,11,8
12,6,56,42,58
53,5,44,46,45
89,12,33,34,35
24,5,43,35,44
38,12,36,35,36
4,2,32,31,34
3,2,10,7,10
16,5,42,37,45
39,7,30,33,30
24,6,23,23,23
8,2,13,11,13
33,5,15,17,15
82,25,70,67,74
7,2,10,10,10
64,7,52,43,53
17,4,38,38,40
169,20,39,45,40
3,1,12,13,12
8,5,7,12,7
38,10,35,39,39
16,4,42,31,45
221,17,23,39,25
29,11,34,32,36
9,3,18,17,18
56,8,31,33,32
55,6,13,18,13
20,5,8,11,8
40,5,37,36,38
28,5,24,26,24
13,4,37,31,37
12,5,34,25,35
8,3,20,19,20
36,12,43,38,43
38,5,18,22,18
10,2,17,17,17
48,19,44,48,49
25,4,13,16,13
10,2,18,20,18
115,10,35,40,36
4,2,5,6,5
0,0,7,6,8
50,6,12,20,14
0,0,3,3,3
0,0,4,3,4
29,4,13,17,13
6,2,8,9,9
61,7,15,20,15
29,7,10,17,10
0,0,6,6,6
9,1,9,10,9
2,1,25,21,26
4,1,11,12,11
0,0,12,11,12
0,0,9,7,9
189,24,29,38,30
43,6,23,26,24
0,0,24,15,24
32,3,20,21,21
8,3,28,25,30
4,3,36,30,37
11,2,14,12,14
105,11,27,37,30
5,4,13,11,13
1,1,18,16,18
15,3,36,34,37
15,5,23,25,23
6,2,11,13,11
100,11,22,26,23
20,7,25,27,26
34,4,27,30,28
80,21,29,39,30
0,0,3,1,3
86,8,13,21,13
13,3,14,17,14
70,8,30,38,32
12,5,27,25,27
67,8,25,28,25
2,1,13,13,13
27,6,11,14,11
91,23,41,43,42
0,0,10,6,10
62,9,22,28,22
15,3,20,18,20
38,6,16,16,17
14,3,21,19,21
7,1,13,14,13
0,0,3,1,3
163,13,20,31,20
3,1,22,21,23
28,11,13,16,14
65,10,32,37,32
17,3,13,14,14
5,5,3,8,3
0,0,13,9,14
2,2,13,11,13
32,11,15,26,15
23,5,29,21,31
26,8,41,36,43
3,3,9,9,9
1,1,9,9,9
1,1,15,13,15
141,13,26,38,28
8,6,18,18,18
31,4,8,12,8
7,3,24,21,24
382,24,48,71,53
299,30,37,47,37
58,9,13,18,14
0,0,12,11,12
8,2,16,14,16
51,9,18,20,19
153,15,27,46,32
173,12,33,46,37
121,12,24,32,24
20,5,31,33,37
47,17,23,31,28
11,3,18,17,21
55,6,24,28,25
44,10,39,42,40
93,8,36,41,38
17,7,20,22,21
174,11,46,51,48
0,0,3,1,3
296,19,25,47,32
155,17,35,44,35
242,16,38,48,40
89,14,23,35,25
86,10,19,28,19
128,12,26,42,30
42,6,14,18,14
29,7,29,36,33
9,4,34,24,35
30,6,38,33,39
0,0,14,11,14
2,1,8,9,8
129,21,24,32,25
92,13,25,27,28
125,8,32,37,33
0,0,18,18,20
77,11,28,36,31
4,2,18,13,18
42,3,30,34,31
4,4,8,8,8
36,7,21,25,21
88,6,34,42,36
147,15,31,47,34
37,9,24,26,24
31,12,46,49,49
0,0,23,19,23
27,6,10,13,10
71,6,30,32,31
4,4,10,8,10
19,4,32,31,32
132,24,24,36,26
0,0,6,5,6
119,19,64,71,68
0,0,5,5,5
0,0,1,2,1
33,18,65,65,65
27,3,24,22,24
7,5,21,17,22
95,10,20,28,20
35,10,23,24,23
79,7,34,41,37
11,2,25,25,25
245,12,45,50,47
142,17,33,39,34
13,6,15,11,15
17,5,48,47,55
237,19,34,41,35
73,14,22,26,23
28,9,24,23,24
190,17,52,58,54
57,8,47,54,54
39,11,30,30,30
160,13,28,41,29
340,20,61,70,64
48,15,29,33,29
58,7,20,25,20
85,10,30,34,31
104,17,34,42,37
0,0,15,14,15
3,2,21,21,22
50,13,27,29,27
100,11,20,27,20
2,1,9,9,9
52,10,19,24,19
136,10,35,41,35
89,9,24,27,24
43,12,37,38,38
125,16,21,34,21
21,8,19,18,19
59,8,35,37,36
6,2,14,14,14
9,5,32,27,34
12,7,25,19,26
61,7,26,28,26
7,4,8,8,8
22,7,15,20,15
37,13,39,34,39
5,2,34,27,35
20,3,42,37,43
110,9,49,55,50
3,1,9,9,9
59,7,34,38,36
2,2,36,30,37
107,15,35,43,38
10,10,34,22,38
4,1,12,12,12
56,6,22,26,23
10,6,24,21,30
1,1,9,6,9
28,10,43,35,43
12,4,14,15,14
70,7,26,28,26
15,3,7,10,7
66,7,15,21,15
18,2,23,25,23
0,0,5,4,5
0,0,16,11,16
1,1,7,7,7
1,1,18,14,19
28,9,50,46,53
23,13,39,34,39
9,2,11,12,11
8,3,36,31,36
42,6,21,23,21
10,4,12,13,12
21,14,25,24,27
88,12,21,26,21
4,2,6,7,6
10,4,22,21,22
190,24,59,69,63
27,6,19,16,19
7,2,31,29,33
11,3,36,30,39
7,4,47,41,50
76,10,18,24,18
21,3,13,16,13
1,1,15,14,15
37,11,40,37,41
22,10,22,21,23
120,25,44,58,53
92,20,72,69,76
12,4,33,31,33
33,3,24,25,24
9,4,32,33,35
334,15,53,62,53
119,15,78,75,86
23,18,58,60,62
352,24,43,57,46
45,7,25,26,27
32,6,9,15,9
84,9,28,38,30
16,3,27,27,27
9,3,35,34,35
115,27,65,67,68
8,2,26,23,28
3,3,6,7,7
211,20,38,49,39
93,14,42,48,42
309,26,41,58,43
9,4,29,24,29
32,9,11,18,11
163,10,37,47,39
92,12,27,36,28
24,5,19,19,19
13,6,17,17,17
4,1,38,30,40
99,13,38,42,38
44,5,21,23,21
46,6,32,31,34
61,8,28,31,28
65,9,12,21,12
48,7,44,41,46
13,5,8,11,8
5,2,18,17,18
109,11,32,40,34
82,12,16,25,16
10,2,9,10,9
75,7,34,40,37
192,19,71,80,75
21,12,48,50,50
53,6,19,23,19
393,19,51,60,53
27,4,18,21,18
14,2,25,22,26
68,19,51,47,53
30,3,23,25,24
46,14,31,34,32
95,7,45,55,51
28,5,26,26,27
17,7,52,38,58
66,12,29,31,32
2,1,35,37,42
90,17,33,39,37
58,9,35,37,35
328,31,75,92,90
5,3,13,12,13
60,7,48,54,54
10,4,21,19,23
44,4,32,34,32
167,20,83,91,93
2,2,12,8,12
430,19,65,80,67
130,16,39,45,42
112,13,55,60,59
45,4,19,23,19
625,25,69,94,77
227,16,27,42,29
105,17,21,27,21
0,0,5,4,5
23,11,31,34,34
263,17,56,65,61
155,13,25,35,25
42,11,16,24,17
14,4,7,11,7
59,7,30,34,30
152,22,66,75,74
172,23,36,45,38
29,6,29,32,31
0,0,9,8,9
88,7,37,38,37
33,6,17,21,17
98,13,24,34,25
1,1,10,10,10
53,8,24,28,26
91,9,18,26,18
102,13,20,26,20
56,8,21,24,21
29,6,29,25,29
5,3,30,28,30
20,8,28,26,29
20,5,15,18,15
147,24,26,34,27
119,12,30,36,30
39,11,28,31,28
42,9,12,15,12
354,18,49,65,53
2,1,17,12,17
43,9,14,22,14
0,0,25,19,25
23,6,10,14,10
599,31,67,86,72
24,8,52,44,52
33,6,15,21,15
19,3,15,17,15
67,11,39,38,39
54,11,13,20,13
16,3,25,25,25
7,3,8,9,8
72,10,17,26,18
651,19,60,81,66
37,6,49,40,49
145,10,31,40,32
15,2,41,39,42
3,1,26,23,26
43,26,64,55,65
55,5,19,24,19
17,7,54,47,57
251,16,58,71,64
145,18,70,82,78
73,14,34,38,36
0,0,14,12,14
4,1,24,17,24
44,6,15,18,15
8,4,25,23,27
15,7,12,14,15
17,3,20,19,21
19,4,11,15,11
62,9,26,30,26
10,3,8,11,8
13,4,7,11,7
107,13,33,44,34
15,5,24,24,25
53,7,16,22,16
71,8,22,27,22
3,1,49,29,65
1270,41,64,98,75
89,16,51,59,55
86,16,68,70,79
102,11,23,32,24
218,24,36,50,44
108,18,71,77,80
20,5,14,15,14
32,5,21,26,21
125,14,33,38,34
22,10,32,33,33
16,9,12,14,12
0,0,14,12,14
33,8,25,30,28
4,4,34,33,36
2,1,20,19,20
60,9,15,21,15
1,1,27,26,28
63,9,18,22,18
88,8,28,32,29
27,6,8,16,10
11,3,36,37,37
49,9,47,38,47
31,9,12,17,12
85,12,24,29,25
33,6,24,25,24
9,3,16,15,16
45,9,19,23,19
62,7,19,25,19
115,14,17,25,18
8,3,35,36,36
86,23,26,34,29
144,16,62,79,74
27,4,12,15,12
102,14,51,49,52
153,8,70,76,76
99,9,35,40,36
38,16,52,49,55
54,5,46,50,50
16,3,64,59,68
124,7,43,54,50
80,22,52,56,53
35,6,20,22,20
553,37,61,87,73
10,3,7,9,7
301,21,54,66,59
65,6,53,60,59
29,4,48,41,49
94,8,36,42,37
24,7,13,12,13
36,7,19,23,19
1,1,13,11,13
3,2,40,31,40
31,6,23,25,23
20,13,43,43,45
44,4,32,33,33
23,3,41,40,42
26,9,19,15,20
32,4,30,31,30
31,3,34,33,34
23,5,24,23,24
1,1,12,10,12
2,1,18,15,18
80,8,34,38,35
84,13,53,52,54
13,4,15,15,15
45,5,21,27,25
52,4,31,32,31
6,2,19,18,19
23,5,21,21,21
180,14,33,43,33
16,6,20,19,20
38,6,9,14,9
40,6,22,26,22
2,1,8,10,9
3,2,15,16,16
24,6,14,13,14
9,2,29,27,32
0,0,16,9,16
57,8,15,23,18
9,3,10,12,10
100,9,15,26,17
61,12,15,23,18
45,12,25,26,26
5,2,5,7,5
7,3,11,13,11
3,1,20,16,20
209,19,29,43,30
151,10,48,58,55
100,11,17,27,17
49,8,42,41,46
44,4,23,25,23
126,21,30,36,33
14,3,32,30,32
17,2,33,33,35
2,1,18,16,18
29,3,16,18,16
18,6,29,23,30
47,22,66,62,68
100,11,29,32,29
121,19,43,49,45
2,1,14,14,14
3,1,7,7,7
28,9,50,47,55
6,3,10,11,12
43,11,24,20,25
3,1,8,7,8
41,7,30,27,31
11,5,13,15,14
0,0,17,10,19
27,5,26,25,26
50,8,16,24,16
1,1,8,6,8
72,15,15,23,15
99,17,39,35,39
1,1,14,12,14
6,2,9,11,9
2,1,8,7,8
12,9,4,13,4
2,2,7,7,7
8,7,34,29,35
21,7,36,31,36
3,2,9,7,9
5,1,14,14,14
11,5,11,12,11
0,0,6,5,6
35,9,55,49,56
351,17,57,69,57
752,24,60,79,63
66,10,38,39,42
31,6,13,20,15
88,10,27,28,29
17,4,26,28,27
30,6,50,47,51
97,8,33,38,35
47,12,25,25,26
31,14,27,19,39
346,24,32,49,34
108,22,45,51,48
23,5,20,23,21
169,31,42,54,47
106,10,55,58,56
77,16,45,48,50
21,4,36,35,43
99,7,65,73,74
352,18,40,60,43
148,7,40,51,46
4,2,10,10,10
233,15,45,52,46
458,33,50,70,54
9,3,27,32,29
423,34,41,67,52
82,18,38,44,43
36,8,27,28,28
106,11,29,37,30
45,29,80,78,92
270,16,42,56,44
31,8,15,17,15
36,7,7,14,7
39,9,27,28,29
116,11,25,33,25
27,6,45,41,48
57,14,10,17,10
118,15,54,54,58
1,1,18,16,18
34,6,20,20,20
63,12,18,25,19
90,18,10,24,14
51,15,9,22,9
206,17,44,57,51
1,1,8,8,8
313,22,53,69,57
19,8,12,13,13
234,26,39,50,41
180,18,16,32,16
273,20,27,48,30
46,8,38,41,39
20,8,13,15,13
30,7,26,26,26
4,2,21,20,22
57,7,28,31,28
115,11,23,29,24
2,2,4,4,4
14,4,45,42,48
71,10,31,33,31
210,10,42,45,42
185,11,47,58,49
75,7,37,36,37
110,14,30,34,32
392,24,48,65,55
19,5,30,28,31
22,5,8,12,8
1,1,15,15,15
5,2,19,17,19
145,12,23,35,26
157,12,49,55,50
136,16,23,34,23
57,9,22,29,22
140,11,40,46,42
62,6,41,42,42
30,9,19,21,19
175,15,53,59,54
11,4,11,13,11
259,18,36,48,37
70,7,41,43,44
71,11,43,44,45
101,8,29,33,30
277,21,30,44,30
3,2,14,12,14
163,12,45,49,47
36,4,21,23,22
162,12,44,53,46
98,8,24,32,24
21,9,24,21,25
17,4,26,24,27
33,17,51,49,55
11,4,20,21,20
3,2,29,26,29
20,4,34,33,35
13,4,15,14,15
13,7,14,16,14
193,15,55,59,57
136,12,24,32,24
425,22,45,70,52
7,5,8,8,8
0,0,3,1,3
234,23,27,52,29
37,21,26,27,31
123,16,29,34,29
41,4,23,27,25
24,5,25,25,25
16,2,22,22,22
41,4,27,30,27
1,1,18,14,18
73,7,26,27,26
20,4,26,30,27
9,4,30,29,34
83,16,28,34,29
50,8,27,27,29
44,9,25,23,25
33,7,34,26,35
55,9,30,31,31
30,8,14,17,15
65,8,35,41,40
2,1,12,12,12
108,8,27,34,27
93,12,29,39,31
5,1,11,11,11
32,6,19,24,20
68,9,13,22,13
4,3,24,23,25
102,18,26,32,26
245,14,35,47,36
21,7,16,17,18
189,14,41,51,43
50,13,47,46,48
5,2,9,11,9
1,1,7,6,7
74,13,23,30,24
30,15,29,31,31
65,6,35,39,36
20,6,18,18,18
126,17,36,43,37
35,9,12,19,12
157,17,44,60,50
55,8,20,28,20
18,11,17,18,17
0,0,11,9,11
180,13,58,69,66
6,1,12,12,12
14,3,16,16,16
5,3,27,27,28
14,2,16,17,16
20,6,37,38,37
41,7,16,18,16
14,6,5,12,6
76,5,32,40,36
86,12,13,24,13
11,1,15,14,15
13,3,29,28,29
7,3,42,31,43
14,3,12,14,12
13,6,44,37,45
2,2,37,25,38
7,1,35,33,36
88,10,53,54,55
7,2,7,8,7
44,6,20,19,20
5,4,31,29,32
29,9,49,51,56
23,3,22,22,22
0,0,6,5,6
87,20,46,47,47
0,0,17,16,18
219,16,46,55,47
4,1,12,12,12
137,18,29,40,30
26,4,37,35,37
11,5,26,22,28
126,7,40,41,40
66,7,19,24,19
16,4,25,26,25
28,6,15,17,15
27,5,50,47,51
65,6,42,41,43
12,3,11,12,11
57,6,42,50,46
64,10,19,26,19
22,3,26,27,26
64,8,47,46,48
13,3,9,11,9
136,7,31,38,33
46,7,32,36,34
19,4,27,27,27
110,14,32,40,35
102,8,37,44,39
13,3,28,23,28
12,3,12,15,12
147,15,19,30,20
95,9,15,23,15
99,8,27,32,28
410,16,57,72,63
17,5,17,14,17
66,13,29,33,31
153,14,27,41,29
113,12,14,25,14
49,10,19,24,19
69,10,14,25,15
0,0,34,28,34
36,7,22,28,23
13,3,24,28,29
65,8,27,35,30
19,16,26,25,26
124,11,24,36,25
64,10,19,23,20
130,15,28,35,28
29,6,26,25,26
28,3,28,27,28
7,3,17,15,17
23,4,14,15,14
18,4,12,14,12
47,10,7,16,7
98,16,38,40,38
27,5,11,16,11
6,2,50,42,51
20,2,26,25,26
63,7,35,35,35
20,3,33,32,34
32,6,14,20,14
101,10,19,28,19
188,21,26,33,27
4,3,4,9,6
170,20,27,35,28
7,2,7,8,7
0,0,5,5,5
6,2,9,9,9
2,1,4,5,4
74,8,31,38,31
336,19,57,67,59
90,9,13,21,13
226,11,50,64,55
41,11,58,56,60
17,4,9,13,9
4,1,22,16,24
23,7,17,12,17
73,17,17,26,17
156,25,34,48,40
5,2,26,23,26
189,29,40,47,41
32,7,25,33,27
65,5,27,30,28
12,3,22,23,22
66,11,18,25,18
37,22,49,46,51
18,3,15,16,15
0,0,6,6,6
7,5,33,30,34
87,13,32,36,34
92,13,50,57,55
13,7,17,16,17
14,2,16,18,16
2,1,24,20,24
0,0,15,12,15
1,1,29,22,30
4,1,11,11,11
6,3,39,31,39
2,2,22,19,24
7,1,15,12,15
22,7,34,34,36
28,5,22,21,24
52,5,36,34,37
57,4,26,31,29
26,4,19,20,19
50,8,31,32,32
0,0,22,16,22
15,2,42,39,42
1108,40,59,99,63
2,1,22,18,23
501,23,63,74,75
87,12,34,38,37
110,14,34,39,35
11,4,12,14,12
6,1,33,28,34
381,19,67,86,71
12,3,15,17,15
11,3,17,17,17
5,2,12,12,12
0,0,19,17,19
7,2,13,14,13
12,3,21,20,21
0,0,14,10,14
7,3,13,13,13
28,7,54,51,55
5,2,31,27,31
14,4,22,23,23
58,4,32,32,32
37,3,33,36,35
24,6,55,53,60
72,7,39,41,41
0,0,10,10,10
28,6,35,32,37
85,6,35,39,35
96,12,37,41,39
5,1,22,19,22
38,7,14,20,14
926,31,65,95,71
192,17,31,46,32
6,2,4,6,4
19,3,12,14,12
69,9,16,25,17
43,14,46,43,46
163,7,49,55,50
212,17,43,54,44
33,6,20,21,20
0,0,6,5,6
0,0,5,5,5
8,5,9,10,9
7,2,6,7,6
109,6,70,72,71
2,1,17,14,17
2,2,12,9,12
4,4,19,13,19
53,7,20,25,20
395,54,62,76,66
8,5,14,14,14
16,6,6,9,6
92,25,41,49,43
66,21,42,37,46
2,2,7,6,7
36,3,37,37,37
11,3,30,25,30
6,4,34,30,34
6,3,5,7,5
29,7,12,17,13
15,4,19,19,19
2,1,31,22,33
38,9,39,39,43
32,7,32,34,36
110,11,32,38,34
5,3,17,16,17
66,9,16,24,17
34,9,38,40,39
0,0,18,16,18
51,6,36,38,38
1,1,15,10,16
24,6,36,37,36
6,4,11,11,11
99,18,44,50,45
180,13,31,42,32
76,34,52,45,53
93,9,42,47,43
31,8,20,24,20
31,4,17,21,17
71,11,30,36,30
135,8,29,39,33
247,16,61,74,63
14,5,21,22,22
3,3,12,12,13
0,0,6,5,6
25,10,49,50,54
6,5,33,28,34
57,10,20,24,20
311,33,57,64,60
27,7,29,29,29
0,0,7,7,7
19,9,47,36,47
0,0,9,8,9
29,7,36,34,37
22,7,42,42,42
1,1,21,19,24
14,4,10,12,10
31,9,15,21,15
16,3,9,11,9
74,7,22,26,22
44,10,28,29,28
26,6,15,17,15
183,22,39,44,42
57,8,34,32,34
55,5,59,52,62
82,17,45,43,46
36,7,22,23,23
161,37,66,69,70
286,28,50,61,52
17,9,30,30,31
70,5,38,41,39
50,6,21,24,21
24,5,12,16,12
90,16,32,35,32
3,3,17,14,17
4,2,18,16,18
29,5,17,18,18
5,3,12,12,12
47,15,56,58,61
7,5,41,38,41
65,12,30,33,30
130,12,19,29,19
294,17,46,55,48
3,1,31,26,33
105,8,28,34,28
109,16,55,57,55
39,11,51,55,54
23,12,28,34,37
210,27,77,83,84
466,54,85,101,92
8,5,49,46,54
5,3,20,17,20
55,21,50,49,56
275,18,63,74,65
110,12,25,33,25
117,22,18,32,18
191,12,40,50,41
21,5,28,28,28
2,1,25,21,25
24,5,13,16,13
191,12,36,48,37
338,15,62,72,68
32,6,59,54,59
5,1,8,9,8
2,1,11,11,11
6,3,17,15,17
155,20,45,52,52
36,2,28,29,28
264,28,61,68,63
0,0,14,11,14
19,4,34,32,34
54,7,17,24,17
110,12,32,35,33
52,8,19,22,19
113,9,34,40,34
11,4,13,14,13
73,6,25,29,25
13,2,9,11,9
8,2,25,22,26
13,3,27,26,27
148,6,45,52,47
0,0,3,1,3
160,10,24,32,25
8,4,34,28,34
28,12,15,16,16
22,7,32,33,35
26,4,8,12,8
33,7,9,16,9
36,7,22,32,29
89,10,39,41,40
22,8,22,23,23
87,12,20,27,20
4,3,43,36,44
4,1,14,14,14
16,3,9,11,9
6,1,9,11,9
30,4,30,30,32
20,15,55,52,59
180,16,48,52,49
9,4,32,31,34
69,6,23,24,23
30,11,28,26,29
14,6,44,45,50
41,5,43,47,47
214,17,40,50,40
19,3,19,19,19
0,0,14,10,14
10,2,12,13,12
38,10,15,22,15
351,24,63,69,65
21,7,19,21,19
46,11,25,26,26
22,5,35,30,35
90,9,53,55,63
70,9,68,65,70
284,29,39,55,43
75,9,27,31,29
34,14,78,83,86
11,10,18,24,25
0,0,9,8,9
49,12,34,38,38
0,0,17,15,17
10,5,17,15,17
24,5,33,30,34
17,7,38,36,42
38,6,12,16,12
36,7,23,21,23
6,2,7,10,8
0,0,5,5,5
8,5,9,10,9
0,0,2,3,2
36,9,76,66,76
59,4,38,38,39
5,1,7,8,7
83,12,16,22,17
45,7,15,20,15
0,0,10,9,10
19,3,17,15,17
61,6,31,35,32
76,7,17,22,17
12,3,24,21,24
3,2,18,17,18
16,6,38,36,40
11,5,11,11,11
4,2,15,14,15
39,5,22,26,22
11,7,20,22,23
33,10,12,19,14
88,8,26,33,28
108,9,25,31,25
28,4,20,21,20
9,3,21,24,21
5,2,24,22,24
412,23,60,70,68
3,1,14,14,14
24,5,23,24,23
105,15,22,30,22
10,4,9,10,9
77,7,27,34,29
48,4,22,24,22
11,4,42,43,45
91,9,45,47,48
82,6,29,33,29
17,5,13,15,13
87,11,14,23,14
42,11,18,16,18
86,8,24,32,25
182,10,39,45,41
0,0,27,22,28
89,11,28,36,30
114,11,23,33,24
32,8,14,15,14
40,10,10,16,10
15,2,30,27,30
9,3,17,19,18
9,3,18,20,20
182,11,26,36,26
21,4,14,15,14
5,1,18,19,18
12,3,21,20,21
51,6,19,24,19
9,2,23,21,23
4,2,13,12,13
20,5,12,13,13
46,6,20,22,21
15,3,18,17,18
126,15,43,50,43
46,8,28,30,31
9,3,22,22,22
24,6,36,32,38
249,25,48,63,53
46,17,44,46,48
85,24,33,40,36
13,2,18,18,18
12,3,40,37,41
13,4,22,24,25
14,4,36,32,36
0,0,26,19,26
12,2,30,27,30
7,2,17,16,17
1,1,24,20,24
121,14,42,41,46
12,6,27,21,27
29,4,31,37,35
13,2,15,17,15
52,9,36,40,39
6,2,44,34,45
34,5,21,25,23
41,8,20,20,21
28,6,22,23,23
566,27,71,87,75
2,1,19,16,19
459,20,42,62,45
117,8,43,51,48
18,2,40,36,41
152,11,39,45,42
71,9,32,37,35
0,0,6,1,8
600,16,59,71,59
29,6,36,36,37
67,4,49,49,50
49,15,60,57,62
125,10,37,46,38
80,6,50,52,52
28,4,13,15,13
1,1,1,2,1
230,9,70,75,70
20,3,37,37,41
33,6,41,39,42
43,6,41,38,42
19,2,25,24,25
20,5,34,32,35
9,4,41,37,43
1,1,29,25,29
12,5,44,41,46
2,1,17,13,17
95,12,25,30,25
12,3,24,20,25
17,10,45,35,49
3,3,9,8,9
83,8,32,32,32
0,0,17,13,17
1,1,14,13,14
50,10,46,42,46
66,10,29,33,29
36,6,17,18,17
3,1,23,18,23
47,19,35,35,35
2,2,26,18,27
30,7,38,38,40
0,0,10,9,10
13,4,44,38,47
3,1,32,27,35
11,2,14,15,14
63,8,34,35,35
5,2,16,15,16
4,1,19,15,19
213,17,77,82,78
43,15,55,58,58
231,72,92,100,98
600,21,58,77,63
197,18,71,80,77
49,13,33,34,33
62,5,27,29,27
176,28,67,72,70
1,1,5,5,5
0,0,6,5,6
8,5,9,10,9
5,4,2,6,2
105,21,82,83,84
18,2,26,28,26
21,2,26,27,26
48,6,35,34,36
7,3,12,12,12
21,7,10,12,10
38,8,27,32,30
90,17,26,35,26
11,3,29,23,31
29,9,11,16,14
45,11,30,31,30
1,1,12,10,12
7,2,16,17,17
24,5,17,20,17
14,4,11,12,11
111,12,73,79,83
9,2,32,27,32
53,10,14,21,14
44,9,33,37,33
128,18,45,51,48
87,7,26,27,26
99,9,30,36,32
18,4,22,20,22
0,0,17,16,17
165,17,37,48,38
111,9,32,39,34
55,9,24,27,25
125,12,50,56,54
3,2,3,5,3
46,4,48,50,48
91,9,33,38,34
188,14,44,56,49
0,0,10,9,10
7,4,8,12,8
59,8,43,51,47
22,4,10,13,10
79,9,21,27,21
4,1,10,11,11
0,0,16,12,17
11,11,32,30,32
69,21,24,30,25
1,1,18,18,18
89,15,37,41,39
21,3,14,16,14
47,8,17,22,17
123,17,25,30,25
8,2,27,24,28
195,18,26,38,27
7,4,8,12,8
37,4,37,38,40
18,3,46,38,50
136,12,16,24,16
9,2,16,16,16
158,14,41,44,48
72,19,22,26,22
58,14,71,73,80
2,1,5,6,5
7,4,21,20,21
482,44,86,132,122
61,19,59,57,65
107,21,43,49,47
42,4,48,51,49
15,3,60,55,63
34,6,11,17,11
105,15,23,33,23
64,11,44,43,54
86,18,85,84,96
0,0,50,45,53
22,9,56,51,57
16,4,6,9,6
51,14,43,47,44
4,2,9,9,9
23,5,14,15,14
26,4,14,17,14
3,2,18,16,18
40,6,27,28,27
0,0,11,11,11
12,5,8,10,8
92,11,27,33,27
38,8,31,33,32
60,8,37,40,37
62,15,33,32,34
1,1,9,8,10
9,5,20,17,23
0,0,6,5,6
58,12,35,35,37
45,5,33,33,38
14,3,21,24,22
81,13,23,32,23
42,8,19,24,21
10,4,28,29,29
21,13,26,22,26
4,4,35,31,35
43,7,17,24,19
121,20,20,30,22
31,6,30,34,35
147,10,48,58,49
66,9,23,31,25
8,5,25,24,25
149,13,36,41,36
1,1,40,31,41
3,1,38,34,43
0,0,7,5,7
26,3,21,24,21
0,0,7,6,7
4,1,13,13,13
2,1,13,11,13
8,3,28,27,28
57,9,37,42,39
24,7,6,13,6
204,19,37,49,39
0,0,29,20,30
220,12,33,40,33
34,7,19,21,19
72,10,26,30,27
100,8,26,28,28
4,3,12,11,12
29,6,16,17,16
13,4,17,20,17
16,13,24,24,25
61,10,19,24,19
9,2,12,14,12
171,19,31,41,31
7,3,8,11,8
117,18,19,35,20
4,2,11,11,11
83,15,21,26,21
15,3,21,19,21
1,1,30,28,31
33,4,21,22,21
0,0,13,12,13
39,11,79,70,83
33,7,36,38,40
25,3,24,24,24
96,7,36,39,36
32,20,95,89,109
6,3,41,35,41
67,19,88,93,104
7,4,18,14,18
5,2,30,25,31
9,9,47,38,52
29,13,25,28,29
8,3,59,49,63
18,2,26,25,26
43,7,14,20,14
131,14,56,69,62
4,2,5,7,5
15,5,42,44,44
81,8,58,59,59
35,6,19,18,19
1,1,38,26,38
18,3,18,19,18
17,6,20,20,20
178,18,37,40,39
105,9,16,25,16
19,4,22,20,22
255,23,64,68,64
7,3,19,10,22
112,10,23,30,24
225,25,36,52,40
363,35,62,72,69
251,25,30,57,32
9,6,36,25,36
0,0,21,16,21
166,18,49,57,52
153,18,28,40,31
8,6,18,18,19
22,8,21,15,22
227,19,21,38,22
179,10,43,53,46
158,18,56,63,59
4,3,12,12,12
32,6,28,30,29
3,3,23,22,24
323,30,34,53,38
60,5,22,30,26
35,6,17,21,18
159,21,40,52,45
1,1,13,13,13
0,0,15,8,16
161,19,40,49,42
113,11,28,39,28
33,7,35,34,35
129,10,54,60,58
25,9,12,16,13
0,0,6,5,6
8,5,9,10,9
3,1,11,10,11
5,3,2,5,2
375,25,81,89,81
10,3,16,18,16
65,13,50,38,66
10,5,32,31,32
11,4,34,28,35
2,1,8,8,8
3,1,16,14,16
11,3,17,17,17
38,20,36,35,39
30,15,15,21,17
9,2,15,17,16
0,0,10,9,10
64,11,24,25,25
29,9,14,23,14
8,5,38,26,39
12,2,17,17,17
11,3,10,11,10
26,8,33,29,34
4,2,38,30,39
39,3,20,22,20
18,4,13,18,14
4,3,24,19,26
61,6,47,46,50
5,3,16,14,16
2,2,33,32,35
9,3,36,35,38
27,13,42,44,46
0,0,8,5,10
0,0,9,7,9
59,10,19,28,20
21,3,36,31,37
12,3,11,13,11
